Entity,Code,Year,Hydro (% equivalent primary energy)
Czechia,CZE,2021,1.3522136
Czechia,CZE,2022,1.1976243
Czechia,CZE,2023,1.4375783
Denmark,DNK,1983,0.05210525
Denmark,DNK,1984,0.04619994
Denmark,DNK,1985,0.040319633
Denmark,DNK,1986,0.03798449
Denmark,DNK,1987,0.040502824
Denmark,DNK,1988,0.04568362
Denmark,DNK,1989,0.034581196
Denmark,DNK,1990,0.040995948
Denmark,DNK,1991,0.03225523
Denmark,DNK,1992,0.037549194
Denmark,DNK,1993,0.035156034
Denmark,DNK,1994,0.03886131
Denmark,DNK,1995,0.036777273
Denmark,DNK,1996,0.019686854
Denmark,DNK,1997,0.021587303
Denmark,DNK,1998,0.031820495
Denmark,DNK,1999,0.03665453
Denmark,DNK,2000,0.037756357
Denmark,DNK,2001,0.034181036
Denmark,DNK,2002,0.03920454
Denmark,DNK,2003,0.024088815
Denmark,DNK,2004,0.0316008
Denmark,DNK,2005,0.02757804
Denmark,DNK,2006,0.026061589
Denmark,DNK,2007,0.03276029
Denmark,DNK,2008,0.030867627
Denmark,DNK,2009,0.02390424
Denmark,DNK,2010,0.024278885
Denmark,DNK,2011,0.021059858
Denmark,DNK,2012,0.023345578
Denmark,DNK,2013,0.01727596
Denmark,DNK,2014,0.02009938
Denmark,DNK,2015,0.024403032
Denmark,DNK,2016,0.025591332
Denmark,DNK,2017,0.023431761
Denmark,DNK,2018,0.019647548
Denmark,DNK,2019,0.0227971
Denmark,DNK,2020,0.025393052
Denmark,DNK,2021,0.022506973
Denmark,DNK,2022,0.019749343
Denmark,DNK,2023,0.026152924
Eastern Africa (EI),,1966,17.767115
Eastern Africa (EI),,1967,16.738838
Eastern Africa (EI),,1968,16.596855
Eastern Africa (EI),,1969,16.980537
Eastern Africa (EI),,1970,21.639565
Eastern Africa (EI),,1971,16.878706
Eastern Africa (EI),,1972,19.947287
Eastern Africa (EI),,1973,19.476784
Eastern Africa (EI),,1974,23.684134
Eastern Africa (EI),,1975,25.689192
Eastern Africa (EI),,1976,26.19868
Eastern Africa (EI),,1977,29.521217
Eastern Africa (EI),,1978,28.88542
Eastern Africa (EI),,1979,30.456573
Eastern Africa (EI),,1980,27.930754
Eastern Africa (EI),,1981,29.56346
Eastern Africa (EI),,1982,31.277615
Eastern Africa (EI),,1983,29.962303
Eastern Africa (EI),,1984,29.825027
Eastern Africa (EI),,1985,29.546963
Eastern Africa (EI),,1986,27.851292
Eastern Africa (EI),,1987,24.300774
Eastern Africa (EI),,1988,25.355158
Eastern Africa (EI),,1989,24.659794
Eastern Africa (EI),,1990,25.963295
Eastern Africa (EI),,1991,27.564085
Eastern Africa (EI),,1992,25.307379
Eastern Africa (EI),,1993,24.558773
Eastern Africa (EI),,1994,24.787888
Eastern Africa (EI),,1995,24.738882
Eastern Africa (EI),,1996,24.79256
Eastern Africa (EI),,1997,24.558529
Eastern Africa (EI),,1998,29.425028
Eastern Africa (EI),,1999,30.275726
Eastern Africa (EI),,2000,32.110497
Eastern Africa (EI),,2001,33.20293
Eastern Africa (EI),,2002,35.390083
Eastern Africa (EI),,2003,35.246952
Eastern Africa (EI),,2004,33.369896
Eastern Africa (EI),,2005,32.7461
Eastern Africa (EI),,2006,33.12536
Eastern Africa (EI),,2007,34.06791
Eastern Africa (EI),,2008,33.69747
Eastern Africa (EI),,2009,33.043182
Eastern Africa (EI),,2010,33.956097
Eastern Africa (EI),,2011,33.421265
Eastern Africa (EI),,2012,33.095253
Eastern Africa (EI),,2013,32.206154
Eastern Africa (EI),,2014,31.204355
Eastern Africa (EI),,2015,29.527061
Eastern Africa (EI),,2016,28.148626
Eastern Africa (EI),,2017,27.522793
Eastern Africa (EI),,2018,27.431053
Eastern Africa (EI),,2019,27.546041
Eastern Africa (EI),,2020,30.360003
Eastern Africa (EI),,2021,29.700066
Eastern Africa (EI),,2022,31.059095
Eastern Africa (EI),,2023,31.11633
Ecuador,ECU,1990,18.208445
Ecuador,ECU,1991,16.781824
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351002
Ecuador,ECU,1995,16.093634
Ecuador,ECU,1996,17.381891
Ecuador,ECU,1997,16.071613
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.61393
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095177
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.725845
Ecuador,ECU,2005,16.324602
Ecuador,ECU,2006,15.887681
Ecuador,ECU,2007,19.035067
Ecuador,ECU,2008,22.148096
Ecuador,ECU,2009,18.428442
Ecuador,ECU,2010,15.445814
Ecuador,ECU,2011,18.653755
Ecuador,ECU,2012,19.29189
Ecuador,ECU,2013,16.759819
Ecuador,ECU,2014,16.461624
Ecuador,ECU,2015,18.754915
Ecuador,ECU,2016,22.618422
Ecuador,ECU,2017,27.400803
Ecuador,ECU,2018,26.508524
Ecuador,ECU,2019,30.734888
Ecuador,ECU,2020,34.947685
Ecuador,ECU,2021,31.477646
Ecuador,ECU,2022,28.836517
Ecuador,ECU,2023,28.102692
Egypt,EGY,1965,5.5878944
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956793
Egypt,EGY,1969,16.082432
Egypt,EGY,1970,15.164637
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.635689
Egypt,EGY,1973,15.458052
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923642
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237104
Egypt,EGY,1979,15.267535
Egypt,EGY,1980,13.694029
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225812
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.2144046
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208654
Egypt,EGY,1991,7.396339
Egypt,EGY,1992,7.380686
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.6767836
Egypt,EGY,1995,7.5589466
Egypt,EGY,1996,7.361754
Egypt,EGY,1997,7.243849
Egypt,EGY,1998,7.1541777
Egypt,EGY,1999,7.4025407
Egypt,EGY,2000,7.374095
Egypt,EGY,2001,7.1368313
Egypt,EGY,2002,6.6936574
Egypt,EGY,2003,5.808853
Egypt,EGY,2004,5.4212604
Egypt,EGY,2005,5.176457
Egypt,EGY,2006,4.938215
Egypt,EGY,2007,5.123981
Egypt,EGY,2008,5.0996265
Egypt,EGY,2009,4.4637237
Egypt,EGY,2010,4.016955
Egypt,EGY,2011,3.8058543
Egypt,EGY,2012,3.64531
Egypt,EGY,2013,3.7065806
Egypt,EGY,2014,3.8263621
Egypt,EGY,2015,3.7751238
Egypt,EGY,2016,3.4292483
Egypt,EGY,2017,3.178401
Egypt,EGY,2018,3.1915054
Egypt,EGY,2019,3.5308685
Egypt,EGY,2020,3.9573483
Egypt,EGY,2021,3.4427683
Egypt,EGY,2022,3.130895
Egypt,EGY,2023,3.2833369
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0.02201045
Estonia,EST,2000,0.026641333
Estonia,EST,2001,0.037582055
Estonia,EST,2002,0.028374076
Estonia,EST,2003,0.05909624
Estonia,EST,2004,0.10069008
Estonia,EST,2005,0.095500514
Estonia,EST,2006,0.060321715
Estonia,EST,2007,0.08435463
Estonia,EST,2008,0.115953855
Estonia,EST,2009,0.15217252
Estonia,EST,2010,0.10245253
Estonia,EST,2011,0.11342741
Estonia,EST,2012,0.15670803
Estonia,EST,2013,0.09147655
Estonia,EST,2014,0.09863013
Estonia,EST,2015,0.10595088
Estonia,EST,2016,0.13240868
Estonia,EST,2017,0.08816216
Estonia,EST,2018,0.050958328
Estonia,EST,2019,0.07980096
Estonia,EST,2020,0.13414639
Estonia,EST,2021,0.08949381
Estonia,EST,2022,0.09459261
Estonia,EST,2023,0.12430134
Europe,,1965,5.851743
Europe,,1966,6.098743
Europe,,1967,5.8318686
Europe,,1968,5.883365
Europe,,1969,5.6079216
Europe,,1970,5.589118
Europe,,1971,5.4702935
Europe,,1972,5.334459
Europe,,1973,5.1155734
Europe,,1974,5.461964
Europe,,1975,5.3946347
Europe,,1976,4.9159636
Europe,,1977,5.641364
Europe,,1978,5.6204257
Europe,,1979,5.6548877
Europe,,1980,5.660283
Europe,,1981,5.765834
Europe,,1982,5.6156287
Europe,,1983,5.7353797
Europe,,1984,5.7826204
Europe,,1985,5.7537208
Europe,,1986,5.549142
Europe,,1987,5.7217045
Europe,,1988,5.8747478
Europe,,1989,5.3516483
Europe,,1990,5.4439044
Europe,,1991,5.609614
Europe,,1992,5.976396
Europe,,1993,6.3326416
Europe,,1994,6.708959
Europe,,1995,6.7488747
Europe,,1996,6.283734
Europe,,1997,6.6218014
Europe,,1998,6.8286595
Europe,,1999,6.9675117
Europe,,2000,7.1388226
Europe,,2001,7.100317
Europe,,2002,6.449052
Europe,,2003,5.9247622
Europe,,2004,6.2554703
Europe,,2005,6.235572
Europe,,2006,5.9960914
Europe,,2007,6.1197824
Europe,,2008,6.273228
Europe,,2009,6.659343
Europe,,2010,6.6967473
Europe,,2011,5.991267
Europe,,2012,6.41368
Europe,,2013,6.9033136
Europe,,2014,7.0114903
Europe,,2015,6.6374865
Europe,,2016,6.808357
Europe,,2017,6.2161856
Europe,,2018,6.6574073
Europe,,2019,6.363694
Europe,,2020,7.3239355
Europe,,2021,7.154341
Europe,,2022,6.2369547
Europe,,2023,7.0319204
Europe (EI),,1965,7.1774645
Europe (EI),,1966,7.483873
Europe (EI),,1967,7.2688484
Europe (EI),,1968,7.063923
Europe (EI),,1969,6.4855337
Europe (EI),,1970,6.3695397
Europe (EI),,1971,6.267974
Europe (EI),,1972,6.2289467
Europe (EI),,1973,5.979035
Europe (EI),,1974,6.552905
Europe (EI),,1975,6.7520084
Europe (EI),,1976,5.9133825
Europe (EI),,1977,7.032032
Europe (EI),,1978,6.7680354
Europe (EI),,1979,6.863503
Europe (EI),,1980,6.822761
Europe (EI),,1981,7.0903783
Europe (EI),,1982,7.161292
Europe (EI),,1983,7.3066664
Europe (EI),,1984,7.194651
Europe (EI),,1985,6.2331944
Europe (EI),,1986,5.9257474
Europe (EI),,1987,6.3224626
Europe (EI),,1988,6.7031736
Europe (EI),,1989,5.8601394
Europe (EI),,1990,5.9153075
Europe (EI),,1991,6.0981336
Europe (EI),,1992,6.508299
Europe (EI),,1993,6.880802
Europe (EI),,1994,7.1082144
Europe (EI),,1995,7.055812
Europe (EI),,1996,6.6822476
Europe (EI),,1997,6.952846
Europe (EI),,1998,7.217482
Europe (EI),,1999,7.308526
Europe (EI),,2000,7.4556274
Europe (EI),,2001,7.26934
Europe (EI),,2002,6.6790605
Europe (EI),,2003,6.1379404
Europe (EI),,2004,6.4653807
Europe (EI),,2005,6.40149
Europe (EI),,2006,6.2075973
Europe (EI),,2007,6.2332296
Europe (EI),,2008,6.5553927
Europe (EI),,2009,6.8856134
Europe (EI),,2010,7.265663
Europe (EI),,2011,6.4709516
Europe (EI),,2012,7.07954
Europe (EI),,2013,7.5077558
Europe (EI),,2014,7.546617
Europe (EI),,2015,7.351764
Europe (EI),,2016,7.404412
Europe (EI),,2017,6.5210094
Europe (EI),,2018,7.1424026
Europe (EI),,2019,7.0228963
Europe (EI),,2020,7.894146
Europe (EI),,2021,7.4260483
Europe (EI),,2022,6.651211
Europe (EI),,2023,7.67266
European Union (27),,1965,6.624729
European Union (27),,1966,6.971239
European Union (27),,1967,6.4964232
European Union (27),,1968,6.186981
European Union (27),,1969,5.6111145
European Union (27),,1970,5.5177217
European Union (27),,1971,5.3169
European Union (27),,1972,5.296932
European Union (27),,1973,4.984261
European Union (27),,1974,5.436939
European Union (27),,1975,5.5020046
European Union (27),,1976,4.520804
European Union (27),,1977,5.920598
European Union (27),,1978,5.5439157
European Union (27),,1979,5.6084743
European Union (27),,1980,5.4057775
European Union (27),,1981,5.496892
European Union (27),,1982,5.534382
European Union (27),,1983,5.6216016
European Union (27),,1984,5.5322523
European Union (27),,1985,5.364107
European Union (27),,1986,4.9961085
European Union (27),,1987,5.370901
European Union (27),,1988,5.623341
European Union (27),,1989,4.585366
European Union (27),,1990,4.8260875
European Union (27),,1991,5.0592628
European Union (27),,1992,5.3698316
European Union (27),,1993,5.5504336
European Union (27),,1994,5.731885
European Union (27),,1995,5.5719438
European Union (27),,1996,5.3805265
European Union (27),,1997,5.5687175
European Union (27),,1998,5.695761
European Union (27),,1999,5.6838026
European Union (27),,2000,5.844374
European Union (27),,2001,6.0119505
European Union (27),,2002,5.0602446
European Union (27),,2003,4.788658
European Union (27),,2004,4.9808817
European Union (27),,2005,4.668309
European Union (27),,2006,4.665475
European Union (27),,2007,4.6618237
European Union (27),,2008,4.9258184
European Union (27),,2009,5.2497025
European Union (27),,2010,5.6755724
European Union (27),,2011,4.7751694
European Union (27),,2012,5.164763
European Union (27),,2013,5.7343607
European Union (27),,2014,5.941708
European Union (27),,2015,5.291626
European Union (27),,2016,5.3582597
European Union (27),,2017,4.460468
European Union (27),,2018,5.1975203
European Union (27),,2019,4.873681
European Union (27),,2020,5.725646
European Union (27),,2021,5.432548
European Union (27),,2022,4.4484863
European Union (27),,2023,5.4014597
Finland,FIN,1974,18.06427
Finland,FIN,1975,17.089672
Finland,FIN,1976,12.514573
Finland,FIN,1977,15.202661
Finland,FIN,1978,11.782436
Finland,FIN,1979,12.091409
Finland,FIN,1980,11.415307
Finland,FIN,1981,15.109191
Finland,FIN,1982,14.6664095
Finland,FIN,1983,15.364748
Finland,FIN,1984,14.383723
Finland,FIN,1985,12.764183
Finland,FIN,1986,12.675926
Finland,FIN,1987,13.406022
Finland,FIN,1988,13.070465
Finland,FIN,1989,12.690625
Finland,FIN,1990,9.933505
Finland,FIN,1991,11.798173
Finland,FIN,1992,13.550077
Finland,FIN,1993,11.984088
Finland,FIN,1994,9.98593
Finland,FIN,1995,11.486184
Finland,FIN,1996,10.092672
Finland,FIN,1997,10.272825
Finland,FIN,1998,12.218622
Finland,FIN,1999,10.581101
Finland,FIN,2000,12.071367
Finland,FIN,2001,10.573498
Finland,FIN,2002,8.529306
Finland,FIN,2003,7.0430837
Finland,FIN,2004,11.042581
Finland,FIN,2005,11.03889
Finland,FIN,2006,8.527552
Finland,FIN,2007,10.488895
Finland,FIN,2008,13.049299
Finland,FIN,2009,10.38081
Finland,FIN,2010,9.659822
Finland,FIN,2011,9.811179
Finland,FIN,2012,13.577751
Finland,FIN,2013,10.237126
Finland,FIN,2014,11.004059
Finland,FIN,2015,13.730178
Finland,FIN,2016,12.659971
Finland,FIN,2017,12.013831
Finland,FIN,2018,10.541273
Finland,FIN,2019,10.012798
Finland,FIN,2020,13.286912
Finland,FIN,2021,12.886824
Finland,FIN,2022,10.967129
Finland,FIN,2023,11.866062
France,FRA,1965,10.290212
France,FRA,1966,11.214143
France,FRA,1967,9.178658
France,FRA,1968,9.690854
France,FRA,1969,9.254151
France,FRA,1970,9.15076
France,FRA,1971,7.6220665
France,FRA,1972,7.1553645
France,FRA,1973,6.4351664
France,FRA,1974,7.7286353
France,FRA,1975,8.73785
France,FRA,1976,6.665974
France,FRA,1977,10.269561
France,FRA,1978,8.872459
France,FRA,1979,8.383582
France,FRA,1980,8.833626
France,FRA,1981,9.309372
France,FRA,1982,9.440795
France,FRA,1983,9.086346
France,FRA,1984,8.306129
France,FRA,1985,7.5797596
France,FRA,1986,7.473677
France,FRA,1987,8.246011
France,FRA,1988,8.833779
France,FRA,1989,5.3177648
France,FRA,1990,6.011011
France,FRA,1991,6.009807
France,FRA,1992,7.134582
France,FRA,1993,6.7239428
France,FRA,1994,8.248242
France,FRA,1995,7.4448133
France,FRA,1996,6.4830284
France,FRA,1997,6.357715
France,FRA,1998,6.0452724
France,FRA,1999,6.9662766
France,FRA,2000,6.293791
France,FRA,2001,6.9417887
France,FRA,2002,5.6522408
France,FRA,2003,5.4214954
France,FRA,2004,5.396534
France,FRA,2005,4.673584
France,FRA,2006,5.120114
France,FRA,2007,5.2956247
France,FRA,2008,5.7983932
France,FRA,2009,5.4717336
France,FRA,2010,5.7998753
France,FRA,2011,4.2706423
France,FRA,2012,5.569207
France,FRA,2013,6.602779
France,FRA,2014,6.0857606
France,FRA,2015,5.2057467
France,FRA,2016,5.8007607
France,FRA,2017,4.7300344
France,FRA,2018,6.063333
France,FRA,2019,5.410666
France,FRA,2020,6.6383033
France,FRA,2021,5.917438
France,FRA,2022,5.0213313
France,FRA,2023,5.992957
Germany,DEU,1965,1.6145029
Germany,DEU,1966,1.741613
Germany,DEU,1967,1.6582537
Germany,DEU,1968,1.5761398
Germany,DEU,1969,1.1857672
Germany,DEU,1970,1.4357978
Germany,DEU,1971,1.0919782
Germany,DEU,1972,1.0357397
Germany,DEU,1973,1.1294044
Germany,DEU,1974,1.331174
Germany,DEU,1975,1.3399583
Germany,DEU,1976,1.0193156
Germany,DEU,1977,1.2974242
Germany,DEU,1978,1.3076738
Germany,DEU,1979,1.2402805
Germany,DEU,1980,1.3301288
Germany,DEU,1981,1.4337505
Germany,DEU,1982,1.472938
Germany,DEU,1983,1.3769088
Germany,DEU,1984,1.3113232
Germany,DEU,1985,1.1992912
Germany,DEU,1986,1.2907481
Germany,DEU,1987,1.4018048
Germany,DEU,1988,1.3789544
Germany,DEU,1989,1.2662935
Germany,DEU,1990,1.2226042
Germany,DEU,1991,1.1457436
Germany,DEU,1992,1.374379
Germany,DEU,1993,1.4045883
Germany,DEU,1994,1.5102125
Germany,DEU,1995,1.6036263
Germany,DEU,1996,1.3552536
Germany,DEU,1997,1.3826369
Germany,DEU,1998,1.3978572
Germany,DEU,1999,1.543266
Germany,DEU,2000,1.8461815
Germany,DEU,2001,1.6775795
Germany,DEU,2002,1.7243559
Germany,DEU,2003,1.3248754
Germany,DEU,2004,1.4908614
Germany,DEU,2005,1.4190485
Germany,DEU,2006,1.4030249
Germany,DEU,2007,1.5374833
Germany,DEU,2008,1.4599972
Germany,DEU,2009,1.4394783
Germany,DEU,2010,1.5116823
Germany,DEU,2011,1.3137602
Germany,DEU,2012,1.5856495
Germany,DEU,2013,1.6202374
Germany,DEU,2014,1.4300932
Germany,DEU,2015,1.3516644
Germany,DEU,2016,1.4318134
Germany,DEU,2017,1.3791965
Germany,DEU,2018,1.2358705
Germany,DEU,2019,1.4076489
Germany,DEU,2020,1.3972275
Germany,DEU,2021,1.4511477
Germany,DEU,2022,1.3462815
Germany,DEU,2023,1.6095499
Greece,GRC,1982,5.28651
Greece,GRC,1983,3.454517
Greece,GRC,1984,4.0465713
Greece,GRC,1985,3.7546215
Greece,GRC,1986,4.3210115
Greece,GRC,1987,3.3957455
Greece,GRC,1988,2.7371757
Greece,GRC,1989,2.0277495
Greece,GRC,1990,1.8206359
Greece,GRC,1991,3.143831
Greece,GRC,1992,2.196171
Greece,GRC,1993,2.2453103
Greece,GRC,1994,2.5144384
Greece,GRC,1995,3.294006
Greece,GRC,1996,3.958425
Greece,GRC,1997,3.4363856
Greece,GRC,1998,3.0980744
Greece,GRC,1999,3.8281107
Greece,GRC,2000,2.9272485
Greece,GRC,2001,1.638332
Greece,GRC,2002,2.1714602
Greece,GRC,2003,3.4701064
Greece,GRC,2004,3.3807654
Greece,GRC,2005,3.5953321
Greece,GRC,2006,4.057289
Greece,GRC,2007,1.7473594
Greece,GRC,2008,2.2614334
Greece,GRC,2009,3.7709978
Greece,GRC,2010,5.4822197
Greece,GRC,2011,2.9803069
Greece,GRC,2012,3.4480247
Greece,GRC,2013,5.2689114
Greece,GRC,2014,3.9401786
Greece,GRC,2015,5.268223
Greece,GRC,2016,4.833292
Greece,GRC,2017,3.2729905
Greece,GRC,2018,4.6890464
Greece,GRC,2019,3.326997
Greece,GRC,2020,3.170715
Greece,GRC,2021,5.1059647
Greece,GRC,2022,3.1975207
Greece,GRC,2023,3.3597355
High-income countries,,1965,6.7609954
High-income countries,,1966,6.79545
High-income countries,,1967,6.703739
High-income countries,,1968,6.4601903
High-income countries,,1969,6.3259406
High-income countries,,1970,6.1472073
High-income countries,,1971,6.263712
High-income countries,,1972,6.221754
High-income countries,,1973,5.8987947
High-income countries,,1974,6.577087
High-income countries,,1975,6.7075043
High-income countries,,1976,6.0844474
High-income countries,,1977,5.9795737
High-income countries,,1978,6.2489743
High-income countries,,1979,6.328841
High-income countries,,1980,6.461469
High-income countries,,1981,6.661192
High-income countries,,1982,7.029698
High-income countries,,1983,7.3210683
High-income countries,,1984,6.9988966
High-income countries,,1985,6.8122797
High-income countries,,1986,6.6860347
High-income countries,,1987,6.459741
High-income countries,,1988,6.2594924
High-income countries,,1989,5.9990287
High-income countries,,1990,6.164751
High-income countries,,1991,6.2047243
High-income countries,,1992,6.056121
High-income countries,,1993,6.279999
High-income countries,,1994,5.984326
High-income countries,,1995,6.212988
High-income countries,,1996,6.1379786
High-income countries,,1997,6.2341695
High-income countries,,1998,6.065495
High-income countries,,1999,6.013365
High-income countries,,2000,5.9151287
High-income countries,,2001,5.4906216
High-income countries,,2002,5.4560447
High-income countries,,2003,5.2527423
High-income countries,,2004,5.1813173
High-income countries,,2005,5.183615
High-income countries,,2006,5.1806316
High-income countries,,2007,4.985924
High-income countries,,2008,5.172932
High-income countries,,2009,5.3762197
High-income countries,,2010,5.2005067
High-income countries,,2011,5.2962227
High-income countries,,2012,5.313959
High-income countries,,2013,5.334739
High-income countries,,2014,5.2846985
High-income countries,,2015,5.074523
High-income countries,,2016,5.135544
High-income countries,,2017,5.017918
High-income countries,,2018,5.0587673
High-income countries,,2019,4.8930893
High-income countries,,2020,5.423284
High-income countries,,2021,5.0219874
High-income countries,,2022,4.7037234
High-income countries,,2023,4.817575
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hong Kong,HKG,2022,0
Hong Kong,HKG,2023,0
Hungary,HUN,1965,0.11989386
Hungary,HUN,1966,0.15773733
Hungary,HUN,1967,0.13554126
Hungary,HUN,1968,0.14179073
Hungary,HUN,1969,0.14133148
Hungary,HUN,1970,0.12151649
Hungary,HUN,1971,0.128392
Hungary,HUN,1972,0.14248806
Hungary,HUN,1973,0.12081838
Hungary,HUN,1974,0.094015844
Hungary,HUN,1975,0.17870052
Hungary,HUN,1976,0.16931991
Hungary,HUN,1977,0.14541945
Hungary,HUN,1978,0.12593117
Hungary,HUN,1979,0.13454615
Hungary,HUN,1980,0.102903314
Hungary,HUN,1981,0.15593338
Hungary,HUN,1982,0.14692831
Hungary,HUN,1983,0.1457432
Hungary,HUN,1984,0.16569239
Hungary,HUN,1985,0.13748026
Hungary,HUN,1986,0.13723414
Hungary,HUN,1987,0.14415859
Hungary,HUN,1988,0.14756292
Hungary,HUN,1989,0.1416178
Hungary,HUN,1990,0.16282609
Hungary,HUN,1991,0.1900144
Hungary,HUN,1992,0.16129856
Hungary,HUN,1993,0.17603572
Hungary,HUN,1994,0.16787764
Hungary,HUN,1995,0.16805728
Hungary,HUN,1996,0.20944378
Hungary,HUN,1997,0.22395371
Hungary,HUN,1998,0.1583315
Hungary,HUN,1999,0.18497932
Hungary,HUN,2000,0.18744297
Hungary,HUN,2001,0.18996677
Hungary,HUN,2002,0.20157684
Hungary,HUN,2003,0.17438242
Hungary,HUN,2004,0.20445964
Hungary,HUN,2005,0.18774818
Hungary,HUN,2006,0.17521164
Hungary,HUN,2007,0.1992047
Hungary,HUN,2008,0.20365758
Hungary,HUN,2009,0.23350401
Hungary,HUN,2010,0.18781787
Hungary,HUN,2011,0.22727393
Hungary,HUN,2012,0.23257469
Hungary,HUN,2013,0.24387094
Hungary,HUN,2014,0.3422348
Hungary,HUN,2015,0.25101832
Hungary,HUN,2016,0.2713765
Hungary,HUN,2017,0.21741483
Hungary,HUN,2018,0.21657294
Hungary,HUN,2019,0.21000138
Hungary,HUN,2020,0.23705132
Hungary,HUN,2021,0.19535808
Hungary,HUN,2022,0.17379797
Hungary,HUN,2023,0.22790822
Iceland,ISL,2007,52.71893
India,IND,1965,9.149455
India,IND,1966,9.270712
India,IND,1967,10.058605
India,IND,1968,10.8575325
India,IND,1969,10.873967
India,IND,1970,11.78412
India,IND,1971,12.426771
India,IND,1972,11.463117
India,IND,1973,11.957462
India,IND,1974,10.860853
India,IND,1975,12.067702
India,IND,1976,12.0367985
India,IND,1977,12.415875
India,IND,1978,14.818277
India,IND,1979,13.5402775
India,IND,1980,13.453117
India,IND,1981,12.948172
India,IND,1982,11.035112
India,IND,1983,10.110921
India,IND,1984,10.576085
India,IND,1985,9.670785
India,IND,1986,9.167618
India,IND,1987,8.030696
India,IND,1988,8.229918
India,IND,1989,8.742305
India,IND,1990,8.533721
India,IND,1991,9.003612
India,IND,1992,8.115447
India,IND,1993,7.9944725
India,IND,1994,8.602681
India,IND,1995,7.5763845
India,IND,1996,6.626439
India,IND,1997,6.38415
India,IND,1998,7.169193
India,IND,1999,6.8580337
India,IND,2000,6.1110115
India,IND,2001,5.6561174
India,IND,2002,5.1687183
India,IND,2003,5.013273
India,IND,2004,6.662558
India,IND,2005,6.053136
India,IND,2006,6.600426
India,IND,2007,6.58011
India,IND,2008,5.80346
India,IND,2009,4.956255
India,IND,2010,4.8282204
India,IND,2011,5.5113325
India,IND,2012,4.5685096
India,IND,2013,5.010766
India,IND,2014,4.913288
India,IND,2015,4.5263643
India,IND,2016,4.148263
India,IND,2017,4.2027216
India,IND,2018,4.0684867
India,IND,2019,4.5850177
India,IND,2020,4.8699045
India,IND,2021,4.3771434
India,IND,2022,4.514224
India,IND,2023,3.5753024
Indonesia,IDN,1965,6.385928
Indonesia,IDN,1966,8.36461
Indonesia,IDN,1967,9.505834
Indonesia,IDN,1968,11.010139
Indonesia,IDN,1969,10.201887
Indonesia,IDN,1970,11.57067
Indonesia,IDN,1971,4.0011497
Indonesia,IDN,1972,3.3738363
Indonesia,IDN,1973,3.7743795
Indonesia,IDN,1974,3.9022944
Indonesia,IDN,1975,3.3421185
Indonesia,IDN,1976,1.86724
Indonesia,IDN,1977,2.34783
Indonesia,IDN,1978,1.4906299
Indonesia,IDN,1979,1.4562845
Indonesia,IDN,1980,1.2272298
Indonesia,IDN,1981,1.1406816
Indonesia,IDN,1982,1.2204516
Indonesia,IDN,1983,1.7323704
Indonesia,IDN,1984,1.7180939
Indonesia,IDN,1985,1.9808587
Indonesia,IDN,1986,2.9868257
Indonesia,IDN,1987,2.9112308
Indonesia,IDN,1988,3.028997
Indonesia,IDN,1989,3.4081194
Indonesia,IDN,1990,3.1987252
Indonesia,IDN,1991,3.3554218
Indonesia,IDN,1992,3.9786804
Indonesia,IDN,1993,3.4419167
Indonesia,IDN,1994,2.951987
Indonesia,IDN,1995,2.817784
Indonesia,IDN,1996,2.7962995
