Entity,Code,Year,Renewables (% equivalent primary energy)
CIS (EI),,1987,4.6141133
CIS (EI),,1988,4.7027807
CIS (EI),,1989,4.564303
CIS (EI),,1990,4.8987346
CIS (EI),,1991,4.9976063
CIS (EI),,1992,5.3477015
CIS (EI),,1993,5.9536223
CIS (EI),,1994,6.634983
CIS (EI),,1995,6.8634453
CIS (EI),,1996,6.4004397
CIS (EI),,1997,6.7479024
CIS (EI),,1998,6.7864795
CIS (EI),,1999,6.876065
CIS (EI),,2000,6.9607778
CIS (EI),,2001,7.0763173
CIS (EI),,2002,6.7264233
CIS (EI),,2003,6.5020857
CIS (EI),,2004,6.9606705
CIS (EI),,2005,6.8345723
CIS (EI),,2006,6.5009446
CIS (EI),,2007,6.54115
CIS (EI),,2008,5.9274154
CIS (EI),,2009,6.476288
CIS (EI),,2010,6.1484523
CIS (EI),,2011,5.751868
CIS (EI),,2012,5.635589
CIS (EI),,2013,6.136221
CIS (EI),,2014,5.8258805
CIS (EI),,2015,5.7997904
CIS (EI),,2016,6.171804
CIS (EI),,2017,6.2018366
CIS (EI),,2018,6.0326085
CIS (EI),,2019,6.18401
CIS (EI),,2020,6.77461
CIS (EI),,2021,6.6393714
CIS (EI),,2022,6.117521
CIS (EI),,2023,6.2322073
Canada,CAN,1965,25.138649
Canada,CAN,1966,26.194748
Canada,CAN,1967,25.610426
Canada,CAN,1968,24.474012
Canada,CAN,1969,25.52127
Canada,CAN,1970,25.025076
Canada,CAN,1971,24.927824
Canada,CAN,1972,25.893642
Canada,CAN,1973,25.552883
Canada,CAN,1974,26.81158
Canada,CAN,1975,26.156313
Canada,CAN,1976,26.332035
Canada,CAN,1977,25.808474
Canada,CAN,1978,27.05877
Canada,CAN,1979,27.29702
Canada,CAN,1980,27.539684
Canada,CAN,1981,29.403929
Canada,CAN,1982,29.416239
Canada,CAN,1983,30.499228
Canada,CAN,1984,30.855844
Canada,CAN,1985,31.611633
Canada,CAN,1986,32.04593
Canada,CAN,1987,31.649546
Canada,CAN,1988,29.61134
Canada,CAN,1989,27.817394
Canada,CAN,1990,29.480999
Canada,CAN,1991,30.49943
Canada,CAN,1992,30.51211
Canada,CAN,1993,30.450891
Canada,CAN,1994,29.927303
Canada,CAN,1995,29.888119
Canada,CAN,1996,30.87931
Canada,CAN,1997,30.284906
Canada,CAN,1998,29.307371
Canada,CAN,1999,29.588795
Canada,CAN,2000,29.767817
Canada,CAN,2001,28.201408
Canada,CAN,2002,28.546556
Canada,CAN,2003,27.180014
Canada,CAN,2004,26.827925
Canada,CAN,2005,28.265474
Canada,CAN,2006,27.618177
Canada,CAN,2007,27.69515
Canada,CAN,2008,28.591095
Canada,CAN,2009,29.210728
Canada,CAN,2010,27.808294
Canada,CAN,2011,28.64847
Canada,CAN,2012,29.00381
Canada,CAN,2013,28.980623
Canada,CAN,2014,28.198492
Canada,CAN,2015,28.91882
Canada,CAN,2016,29.662228
Canada,CAN,2017,29.783789
Canada,CAN,2018,28.792355
Canada,CAN,2019,28.550875
Canada,CAN,2020,30.752232
Canada,CAN,2021,30.284687
Canada,CAN,2022,30.56076
Canada,CAN,2023,29.263186
Central America (EI),,1971,12.738327
Central America (EI),,1972,12.906004
Central America (EI),,1973,12.411806
Central America (EI),,1974,13.088926
Central America (EI),,1975,11.855993
Central America (EI),,1976,13.12191
Central America (EI),,1977,12.341241
Central America (EI),,1978,15.34961
Central America (EI),,1979,17.265028
Central America (EI),,1980,20.21493
Central America (EI),,1981,22.399572
Central America (EI),,1982,22.183712
Central America (EI),,1983,23.578018
Central America (EI),,1984,25.592045
Central America (EI),,1985,26.786247
Central America (EI),,1986,29.564844
Central America (EI),,1987,28.886547
Central America (EI),,1988,30.695482
Central America (EI),,1989,31.725052
Central America (EI),,1990,32.04366
Central America (EI),,1991,29.83178
Central America (EI),,1992,27.12252
Central America (EI),,1993,27.521984
Central America (EI),,1994,25.153782
Central America (EI),,1995,23.17549
Central America (EI),,1996,25.864532
Central America (EI),,1997,24.05491
Central America (EI),,1998,21.420513
Central America (EI),,1999,24.960342
Central America (EI),,2000,25.19626
Central America (EI),,2001,22.390951
Central America (EI),,2002,23.148567
Central America (EI),,2003,23.086876
Central America (EI),,2004,23.52945
Central America (EI),,2005,24.86708
Central America (EI),,2006,24.720518
Central America (EI),,2007,24.016212
Central America (EI),,2008,25.384161
Central America (EI),,2009,25.172054
Central America (EI),,2010,27.074663
Central America (EI),,2011,26.338594
Central America (EI),,2012,27.493683
Central America (EI),,2013,27.202362
Central America (EI),,2014,27.154976
Central America (EI),,2015,26.713549
Central America (EI),,2016,26.798521
Central America (EI),,2017,28.61044
Central America (EI),,2018,29.26682
Central America (EI),,2019,25.451958
Central America (EI),,2020,32.48727
Central America (EI),,2021,31.537489
Central America (EI),,2022,30.89901
Central America (EI),,2023,26.829386
Chile,CHL,1965,16.141762
Chile,CHL,1966,15.867012
Chile,CHL,1967,15.888701
Chile,CHL,1968,13.367758
Chile,CHL,1969,13.999327
Chile,CHL,1970,14.191221
Chile,CHL,1971,14.860414
Chile,CHL,1972,17.308092
Chile,CHL,1973,17.450203
Chile,CHL,1974,19.770315
Chile,CHL,1975,21.942266
Chile,CHL,1976,21.900364
Chile,CHL,1977,22.105394
Chile,CHL,1978,22.151817
Chile,CHL,1979,21.552885
Chile,CHL,1980,22.069942
Chile,CHL,1981,22.72726
Chile,CHL,1982,26.627867
Chile,CHL,1983,27.825817
Chile,CHL,1984,27.770302
Chile,CHL,1985,30.351582
Chile,CHL,1986,31.423767
Chile,CHL,1987,32.36392
Chile,CHL,1988,28.551184
Chile,CHL,1989,21.783056
Chile,CHL,1990,18.957914
Chile,CHL,1991,24.08466
Chile,CHL,1992,28.355389
Chile,CHL,1993,27.529268
Chile,CHL,1994,25.954525
Chile,CHL,1995,26.028477
Chile,CHL,1996,22.551899
Chile,CHL,1997,21.90955
Chile,CHL,1998,18.059258
Chile,CHL,1999,15.275816
Chile,CHL,2000,19.783125
Chile,CHL,2001,22.047361
Chile,CHL,2002,22.87545
Chile,CHL,2003,22.010807
Chile,CHL,2004,19.437788
Chile,CHL,2005,22.099463
Chile,CHL,2006,22.957872
Chile,CHL,2007,19.440195
Chile,CHL,2008,21.59478
Chile,CHL,2009,22.96064
Chile,CHL,2010,19.83566
Chile,CHL,2011,18.48112
Chile,CHL,2012,18.74707
Chile,CHL,2013,18.796652
Chile,CHL,2014,20.392038
Chile,CHL,2015,21.905157
Chile,CHL,2016,20.180143
Chile,CHL,2017,22.318323
Chile,CHL,2018,24.333767
Chile,CHL,2019,23.463413
Chile,CHL,2020,25.859333
Chile,CHL,2021,24.355663
Chile,CHL,2022,27.08363
Chile,CHL,2023,30.532255
China,CHN,1965,4.253407
China,CHN,1966,3.9831226
China,CHN,1967,3.8183978
China,CHN,1968,4.458871
China,CHN,1969,3.727402
China,CHN,1970,3.0095925
China,CHN,1971,3.0704045
China,CHN,1972,3.2275972
China,CHN,1973,3.4170156
China,CHN,1974,3.7493548
China,CHN,1975,3.503824
China,CHN,1976,3.3725686
China,CHN,1977,3.2287142
China,CHN,1978,2.7594635
China,CHN,1979,3.0088987
China,CHN,1980,3.5661976
China,CHN,1981,4.0664964
China,CHN,1982,4.421272
China,CHN,1983,4.8234906
China,CHN,1984,4.515455
China,CHN,1985,4.4418297
China,CHN,1986,4.3385277
China,CHN,1987,4.2555475
China,CHN,1988,4.3230724
China,CHN,1989,4.468027
China,CHN,1990,4.7236676
China,CHN,1991,4.424778
China,CHN,1992,4.4127016
China,CHN,1993,4.7578607
China,CHN,1994,4.952474
China,CHN,1995,5.55382
China,CHN,1996,5.1431336
China,CHN,1997,5.3617344
China,CHN,1998,5.4277782
China,CHN,1999,5.188286
China,CHN,2000,5.6569257
China,CHN,2001,6.618624
China,CHN,2002,6.280488
China,CHN,2003,5.3011093
China,CHN,2004,5.60094
China,CHN,2005,5.5544806
China,CHN,2006,5.5778413
China,CHN,2007,5.719592
China,CHN,2008,7.273877
China,CHN,2009,6.935532
China,CHN,2010,7.615623
China,CHN,2011,7.083535
China,CHN,2012,8.521457
China,CHN,2013,8.958173
China,CHN,2014,10.227446
China,CHN,2015,10.835855
China,CHN,2016,11.72501
China,CHN,2017,12.291223
China,CHN,2018,12.862763
China,CHN,2019,13.459069
China,CHN,2020,14.080281
China,CHN,2021,14.896211
China,CHN,2022,15.945766
China,CHN,2023,16.164698
Colombia,COL,1965,10.729046
Colombia,COL,1966,10.590929
Colombia,COL,1967,11.202192
Colombia,COL,1968,12.023637
Colombia,COL,1969,13.203887
Colombia,COL,1970,13.413397
Colombia,COL,1971,14.3879595
Colombia,COL,1972,13.823889
Colombia,COL,1973,15.555397
Colombia,COL,1974,15.7888975
Colombia,COL,1975,18.878567
Colombia,COL,1976,19.034075
Colombia,COL,1977,18.799948
Colombia,COL,1978,20.633049
Colombia,COL,1979,21.762642
Colombia,COL,1980,22.777388
Colombia,COL,1981,22.155634
Colombia,COL,1982,23.009436
Colombia,COL,1983,22.032005
Colombia,COL,1984,24.247952
Colombia,COL,1985,25.23612
Colombia,COL,1986,27.800272
Colombia,COL,1987,27.69851
Colombia,COL,1988,29.223629
Colombia,COL,1989,30.273563
Colombia,COL,1990,32.54881
Colombia,COL,1991,31.96542
Colombia,COL,1992,24.941275
Colombia,COL,1993,28.616266
Colombia,COL,1994,30.40986
Colombia,COL,1995,29.690344
Colombia,COL,1996,31.470234
Colombia,COL,1997,27.651567
Colombia,COL,1998,26.757202
Colombia,COL,1999,31.315975
Colombia,COL,2000,29.508314
Colombia,COL,2001,29.83015
Colombia,COL,2002,31.781809
Colombia,COL,2003,32.990623
Colombia,COL,2004,33.021286
Colombia,COL,2005,34.173466
Colombia,COL,2006,32.25097
Colombia,COL,2007,32.76647
Colombia,COL,2008,32.606388
Colombia,COL,2009,29.995066
Colombia,COL,2010,28.606323
Colombia,COL,2011,32.644135
Colombia,COL,2012,30.217394
Colombia,COL,2013,27.414106
Colombia,COL,2014,26.403498
Colombia,COL,2015,27.785109
Colombia,COL,2016,25.639427
Colombia,COL,2017,30.29183
Colombia,COL,2018,29.727282
Colombia,COL,2019,28.663418
Colombia,COL,2020,29.010366
Colombia,COL,2021,30.987612
Colombia,COL,2022,30.924702
Colombia,COL,2023,28.91695
Croatia,HRV,1990,11.523735
Croatia,HRV,1991,19.537252
Croatia,HRV,1992,15.994585
Croatia,HRV,1993,16.087374
Croatia,HRV,1994,18.960016
Croatia,HRV,1995,19.160814
Croatia,HRV,1996,24.701183
Croatia,HRV,1997,18.54314
Croatia,HRV,1998,18.063105
Croatia,HRV,1999,21.245945
Croatia,HRV,2000,19.766323
Croatia,HRV,2001,20.779488
Croatia,HRV,2002,16.806644
Croatia,HRV,2003,14.887468
Croatia,HRV,2004,19.89825
Croatia,HRV,2005,18.501064
Croatia,HRV,2006,17.52409
Croatia,HRV,2007,12.393234
Croatia,HRV,2008,15.262364
Croatia,HRV,2009,19.716614
Croatia,HRV,2010,23.85125
Croatia,HRV,2011,15.5104885
Croatia,HRV,2012,16.895237
Croatia,HRV,2013,26.756197
Croatia,HRV,2014,28.475935
Croatia,HRV,2015,22.67194
Croatia,HRV,2016,23.881334
Croatia,HRV,2017,20.280277
Croatia,HRV,2018,27.056108
Croatia,HRV,2019,24.222439
Croatia,HRV,2020,26.004786
Croatia,HRV,2021,29.736881
Croatia,HRV,2022,26.013306
Croatia,HRV,2023,31.566439
Czechia,CZE,1965,1.4077874
Czechia,CZE,1966,1.3170927
Czechia,CZE,1967,1.2057945
Czechia,CZE,1968,0.8947588
Czechia,CZE,1969,0.7005399
Czechia,CZE,1970,0.9598853
Czechia,CZE,1971,0.6451211
Czechia,CZE,1972,0.67121583
Czechia,CZE,1973,0.57063675
Czechia,CZE,1974,0.95002383
Czechia,CZE,1975,0.91022944
Czechia,CZE,1976,0.70589465
Czechia,CZE,1977,0.92965907
Czechia,CZE,1978,0.85297424
Czechia,CZE,1979,1.0576006
Czechia,CZE,1980,1.1426239
Czechia,CZE,1981,0.98898166
Czechia,CZE,1982,0.8108596
Czechia,CZE,1983,0.8022947
Czechia,CZE,1984,0.6089416
Czechia,CZE,1985,0.782431
Czechia,CZE,1986,0.86873114
Czechia,CZE,1987,1.1157936
Czechia,CZE,1988,0.9459827
Czechia,CZE,1989,0.7638888
Czechia,CZE,1990,0.62791073
Czechia,CZE,1991,0.64708775
Czechia,CZE,1992,0.8624761
Czechia,CZE,1993,0.96145827
Czechia,CZE,1994,1.1625128
Czechia,CZE,1995,1.5213261
Czechia,CZE,1996,1.3937589
Czechia,CZE,1997,1.4462348
Czechia,CZE,1998,1.3689234
Czechia,CZE,1999,1.7020341
Czechia,CZE,2000,1.5951673
Czechia,CZE,2001,1.6955769
Czechia,CZE,2002,1.9760946
Czechia,CZE,2003,1.2228433
Czechia,CZE,2004,1.6074103
Czechia,CZE,2005,1.778649
Czechia,CZE,2006,1.9904534
Czechia,CZE,2007,1.9663904
Czechia,CZE,2008,2.3974464
Czechia,CZE,2009,3.2484796
Czechia,CZE,2010,3.8938859
Czechia,CZE,2011,4.909602
Czechia,CZE,2012,5.3718815
Czechia,CZE,2013,6.2181926
Czechia,CZE,2014,6.416
Czechia,CZE,2015,6.6330333
Czechia,CZE,2016,6.700511
Czechia,CZE,2017,6.499982
Czechia,CZE,2018,6.360514
Czechia,CZE,2019,6.9432154
Czechia,CZE,2020,7.752439
Czechia,CZE,2021,7.481806
Czechia,CZE,2022,7.535274
Czechia,CZE,2023,7.9845033
Denmark,DNK,1983,0.14966652
Denmark,DNK,1984,0.1514883
Denmark,DNK,1985,0.16285835
Denmark,DNK,1986,0.27791974
Denmark,DNK,1987,0.3706588
Denmark,DNK,1988,0.5722486
Denmark,DNK,1989,0.8869142
Denmark,DNK,1990,1.2664866
Denmark,DNK,1991,1.4587733
Denmark,DNK,1992,2.040864
Denmark,DNK,1993,2.3619854
Denmark,DNK,1994,2.1321414
Denmark,DNK,1995,2.3133218
Denmark,DNK,1996,2.1877263
Denmark,DNK,1997,3.3808842
Denmark,DNK,1998,4.675769
Denmark,DNK,1999,5.3890667
Denmark,DNK,2000,7.0956707
Denmark,DNK,2001,7.402515
Denmark,DNK,2002,8.58695
Denmark,DNK,2003,9.462797
Denmark,DNK,2004,11.729119
Denmark,DNK,2005,12.474308
Denmark,DNK,2006,10.684706
Denmark,DNK,2007,12.466455
Denmark,DNK,2008,12.620919
Denmark,DNK,2009,13.378912
Denmark,DNK,2010,15.567866
Denmark,DNK,2011,19.240637
Denmark,DNK,2012,22.00311
Denmark,DNK,2013,22.685562
Denmark,DNK,2014,26.237988
Denmark,DNK,2015,28.001373
Denmark,DNK,2016,26.942242
Denmark,DNK,2017,31.503704
Denmark,DNK,2018,30.34934
Denmark,DNK,2019,34.10149
Denmark,DNK,2020,38.468388
Denmark,DNK,2021,40.294323
Denmark,DNK,2022,41.246773
Denmark,DNK,2023,42.734856
Eastern Africa (EI),,1966,17.767115
Eastern Africa (EI),,1967,16.738838
Eastern Africa (EI),,1968,16.596855
Eastern Africa (EI),,1969,16.980537
Eastern Africa (EI),,1970,21.639565
Eastern Africa (EI),,1971,17.136581
Eastern Africa (EI),,1972,20.19839
Eastern Africa (EI),,1973,19.723505
Eastern Africa (EI),,1974,23.927853
Eastern Africa (EI),,1975,25.932035
Eastern Africa (EI),,1976,26.445297
Eastern Africa (EI),,1977,29.769926
Eastern Africa (EI),,1978,29.150425
Eastern Africa (EI),,1979,30.724264
Eastern Africa (EI),,1980,28.209288
Eastern Africa (EI),,1981,29.862684
Eastern Africa (EI),,1982,31.613983
Eastern Africa (EI),,1983,30.277754
Eastern Africa (EI),,1984,30.152336
Eastern Africa (EI),,1985,29.914665
Eastern Africa (EI),,1986,28.770443
Eastern Africa (EI),,1987,25.219223
Eastern Africa (EI),,1988,26.159496
Eastern Africa (EI),,1989,25.454483
Eastern Africa (EI),,1990,26.849007
Eastern Africa (EI),,1991,28.49575
Eastern Africa (EI),,1992,26.251516
Eastern Africa (EI),,1993,25.43352
Eastern Africa (EI),,1994,25.521456
Eastern Africa (EI),,1995,25.628664
Eastern Africa (EI),,1996,25.901243
Eastern Africa (EI),,1997,25.62811
Eastern Africa (EI),,1998,30.690329
Eastern Africa (EI),,1999,31.501207
Eastern Africa (EI),,2000,33.733505
Eastern Africa (EI),,2001,34.791893
Eastern Africa (EI),,2002,36.87201
Eastern Africa (EI),,2003,37.073505
Eastern Africa (EI),,2004,35.337154
Eastern Africa (EI),,2005,34.61746
Eastern Africa (EI),,2006,35.051224
Eastern Africa (EI),,2007,35.827385
Eastern Africa (EI),,2008,35.572132
Eastern Africa (EI),,2009,35.093765
Eastern Africa (EI),,2010,36.056763
Eastern Africa (EI),,2011,35.505165
Eastern Africa (EI),,2012,35.382156
Eastern Africa (EI),,2013,34.55936
Eastern Africa (EI),,2014,33.97153
Eastern Africa (EI),,2015,33.06849
Eastern Africa (EI),,2016,31.86439
Eastern Africa (EI),,2017,30.937939
Eastern Africa (EI),,2018,30.997192
Eastern Africa (EI),,2019,31.850922
Eastern Africa (EI),,2020,34.597538
Eastern Africa (EI),,2021,33.96028
Eastern Africa (EI),,2022,35.734524
Eastern Africa (EI),,2023,36.207233
Ecuador,ECU,1990,18.208445
Ecuador,ECU,1991,16.781824
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351002
Ecuador,ECU,1995,16.093634
Ecuador,ECU,1996,17.381891
Ecuador,ECU,1997,16.071613
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.61393
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095177
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.734915
Ecuador,ECU,2005,16.596605
Ecuador,ECU,2006,16.25161
Ecuador,ECU,2007,19.557274
Ecuador,ECU,2008,22.617529
Ecuador,ECU,2009,18.929245
Ecuador,ECU,2010,15.955794
Ecuador,ECU,2011,19.212603
Ecuador,ECU,2012,19.857904
Ecuador,ECU,2013,17.394707
Ecuador,ECU,2014,17.304943
Ecuador,ECU,2015,19.68971
Ecuador,ECU,2016,23.69844
Ecuador,ECU,2017,28.42279
Ecuador,ECU,2018,27.421818
Ecuador,ECU,2019,31.702982
Ecuador,ECU,2020,36.008568
Ecuador,ECU,2021,32.326263
Ecuador,ECU,2022,29.618881
Ecuador,ECU,2023,28.977655
Egypt,EGY,1965,5.5878944
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956793
Egypt,EGY,1969,16.082432
Egypt,EGY,1970,15.164637
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.635689
Egypt,EGY,1973,15.458052
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923642
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237104
Egypt,EGY,1979,15.267535
Egypt,EGY,1980,13.694029
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225812
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.2144046
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208654
Egypt,EGY,1991,7.396339
Egypt,EGY,1992,7.380686
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.6767836
Egypt,EGY,1995,7.5589466
Egypt,EGY,1996,7.361754
Egypt,EGY,1997,7.243849
Egypt,EGY,1998,7.1541777
Egypt,EGY,1999,7.40915
Egypt,EGY,2000,7.4160676
Egypt,EGY,2001,7.2259088
Egypt,EGY,2002,6.7957754
Egypt,EGY,2003,5.9376993
Egypt,EGY,2004,5.6346426
Egypt,EGY,2005,5.385706
Egypt,EGY,2006,5.172315
Egypt,EGY,2007,5.3631554
Egypt,EGY,2008,5.414236
Egypt,EGY,2009,4.8005958
Egypt,EGY,2010,4.461719
Egypt,EGY,2011,4.315468
Egypt,EGY,2012,4.1602855
Egypt,EGY,2013,4.15519
Egypt,EGY,2014,4.1552024
Egypt,EGY,2015,4.309395
Egypt,EGY,2016,4.1127086
Egypt,EGY,2017,3.8524868
Egypt,EGY,2018,4.065821
Egypt,EGY,2019,5.153091
Egypt,EGY,2020,6.5289807
Egypt,EGY,2021,6.0273514
Egypt,EGY,2022,5.6992908
Egypt,EGY,2023,5.8913307
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.030810121
Estonia,EST,1996,0.02417889
Estonia,EST,1997,0.03927204
Estonia,EST,1998,0.06566687
Estonia,EST,1999,0.09923461
Estonia,EST,2000,0.34300694
Estonia,EST,2001,0.15898864
Estonia,EST,2002,0.18508367
Estonia,EST,2003,0.21938755
Estonia,EST,2004,0.28921837
Estonia,EST,2005,0.5010425
Estonia,EST,2006,0.6115426
Estonia,EST,2007,0.59698224
Estonia,EST,2008,0.91512406
Estonia,EST,2009,2.8205373
Estonia,EST,2010,4.5134435
Estonia,EST,2011,5.0026073
Estonia,EST,2012,6.1861196
Estonia,EST,2013,4.875871
Estonia,EST,2014,5.8229547
Estonia,EST,2015,6.8995023
Estonia,EST,2016,6.7311354
Estonia,EST,2017,7.1341434
Estonia,EST,2018,8.03209
Estonia,EST,2019,10.686005
Estonia,EST,2020,15.784543
Estonia,EST,2021,14.641427
Estonia,EST,2022,13.766858
Estonia,EST,2023,15.521677
Europe,,1965,5.8951793
Europe,,1966,6.157361
Europe,,1967,5.893592
Europe,,1968,5.949024
Europe,,1969,5.6754403
Europe,,1970,5.6749363
Europe,,1971,5.5548396
Europe,,1972,5.4137588
Europe,,1973,5.1967435
Europe,,1974,5.5463586
Europe,,1975,5.4831953
Europe,,1976,5.0006127
Europe,,1977,5.7272053
Europe,,1978,5.708683
Europe,,1979,5.7438617
Europe,,1980,5.7591543
Europe,,1981,5.8657207
Europe,,1982,5.707813
Europe,,1983,5.829272
Europe,,1984,5.8768916
Europe,,1985,5.86129
Europe,,1986,5.664564
Europe,,1987,5.8335757
Europe,,1988,5.99361
Europe,,1989,5.476356
Europe,,1990,5.619379
Europe,,1991,5.794416
Europe,,1992,6.1839976
Europe,,1993,6.5764346
Europe,,1994,6.9856715
Europe,,1995,7.0609155
Europe,,1996,6.608171
Europe,,1997,7.030288
Europe,,1998,7.3117514
Europe,,1999,7.502159
Europe,,2000,7.7879477
Europe,,2001,7.825938
Europe,,2002,7.3371096
Europe,,2003,6.9562945
Europe,,2004,7.5338764
Europe,,2005,7.7561684
Europe,,2006,7.769878
Europe,,2007,8.289921
Europe,,2008,8.80361
Europe,,2009,9.710328
Europe,,2010,10.059634
Europe,,2011,9.995138
Europe,,2012,11.076757
Europe,,2013,12.028808
Europe,,2014,12.67384
Europe,,2015,12.969539
Europe,,2016,13.109054
Europe,,2017,13.124674
Europe,,2018,13.812982
Europe,,2019,14.295307
Europe,,2020,16.548607
Europe,,2021,16.13591
Europe,,2022,16.2684
Europe,,2023,17.93483
Europe (EI),,1965,7.2472773
Europe (EI),,1966,7.5786724
Europe (EI),,1967,7.3704004
Europe (EI),,1968,7.1704655
Europe (EI),,1969,6.5937457
Europe (EI),,1970,6.5049314
Europe (EI),,1971,6.402207
Europe (EI),,1972,6.3552413
Europe (EI),,1973,6.1081085
Europe (EI),,1974,6.6904516
Europe (EI),,1975,6.8994503
Europe (EI),,1976,6.052348
Europe (EI),,1977,7.1751285
Europe (EI),,1978,6.913926
Europe (EI),,1979,7.010187
Europe (EI),,1980,6.988349
Europe (EI),,1981,7.260467
Europe (EI),,1982,7.319314
Europe (EI),,1983,7.4683895
Europe (EI),,1984,7.3580813
Europe (EI),,1985,6.3840556
Europe (EI),,1986,6.0882187
Europe (EI),,1987,6.4803834
Europe (EI),,1988,6.8711524
Europe (EI),,1989,6.036641
Europe (EI),,1990,6.1606483
Europe (EI),,1991,6.3566575
Europe (EI),,1992,6.7973857
Europe (EI),,1993,7.214184
Europe (EI),,1994,7.4787774
Europe (EI),,1995,7.4666176
Europe (EI),,1996,7.1015053
Europe (EI),,1997,7.4747367
Europe (EI),,1998,7.83155
Europe (EI),,1999,7.9895263
Europe (EI),,2000,8.28224
Europe (EI),,2001,8.196994
Europe (EI),,2002,7.809761
Europe (EI),,2003,7.4475923
Europe (EI),,2004,8.084247
Europe (EI),,2005,8.323017
Europe (EI),,2006,8.464118
Europe (EI),,2007,8.999441
Europe (EI),,2008,9.793421
Europe (EI),,2009,10.798523
Europe (EI),,2010,11.593283
Europe (EI),,2011,11.693879
Europe (EI),,2012,13.175124
Europe (EI),,2013,14.231326
Europe (EI),,2014,15.035287
Europe (EI),,2015,15.659064
Europe (EI),,2016,15.739218
Europe (EI),,2017,15.650658
Europe (EI),,2018,16.778387
Europe (EI),,2019,17.715916
Europe (EI),,2020,20.41323
Europe (EI),,2021,19.652033
Europe (EI),,2022,20.580557
Europe (EI),,2023,22.908134
European Union (27),,1965,6.713288
European Union (27),,1966,7.0916243
European Union (27),,1967,6.623498
European Union (27),,1968,6.320182
European Union (27),,1969,5.745514
European Union (27),,1970,5.6861634
European Union (27),,1971,5.4833117
European Union (27),,1972,5.4519906
European Union (27),,1973,5.1426044
European Union (27),,1974,5.605457
European Union (27),,1975,5.6815295
European Union (27),,1976,4.6902366
European Union (27),,1977,6.0944886
European Union (27),,1978,5.720668
European Union (27),,1979,5.782309
European Union (27),,1980,5.6037617
European Union (27),,1981,5.694778
European Union (27),,1982,5.7205186
European Union (27),,1983,5.8130317
European Union (27),,1984,5.7254057
European Union (27),,1985,5.568194
European Union (27),,1986,5.213887
European Union (27),,1987,5.580934
European Union (27),,1988,5.8478737
European Union (27),,1989,4.8198724
European Union (27),,1990,5.1503983
European Union (27),,1991,5.397277
European Union (27),,1992,5.7393947
European Union (27),,1993,5.968252
European Union (27),,1994,6.182598
European Union (27),,1995,6.0692306
European Union (27),,1996,5.881962
European Union (27),,1997,6.1991296
European Union (27),,1998,6.432724
European Union (27),,1999,6.4893785
European Union (27),,2000,6.837699
European Union (27),,2001,7.118753
European Union (27),,2002,6.428977
European Union (27),,2003,6.376695
European Union (27),,2004,6.9578433
European Union (27),,2005,7.012
European Union (27),,2006,7.4173965
European Union (27),,2007,8.06118
European Union (27),,2008,8.88151
European Union (27),,2009,10.01176
European Union (27),,2010,10.9342785
European Union (27),,2011,11.13265
European Union (27),,2012,12.634669
European Union (27),,2013,13.756945
European Union (27),,2014,14.728897
European Union (27),,2015,14.812739
European Union (27),,2016,14.835739
European Union (27),,2017,14.658074
European Union (27),,2018,15.746116
European Union (27),,2019,16.488768
European Union (27),,2020,19.269278
European Union (27),,2021,18.58324
European Union (27),,2022,19.390974
European Union (27),,2023,21.983133
Finland,FIN,1974,18.06427
Finland,FIN,1975,17.089672
Finland,FIN,1976,12.514573
Finland,FIN,1977,15.202661
Finland,FIN,1978,11.782436
Finland,FIN,1979,12.091409
Finland,FIN,1980,11.415307
Finland,FIN,1981,15.109191
Finland,FIN,1982,14.6664095
Finland,FIN,1983,15.364748
Finland,FIN,1984,14.383723
Finland,FIN,1985,12.764183
Finland,FIN,1986,12.675926
Finland,FIN,1987,13.406022
Finland,FIN,1988,13.070465
Finland,FIN,1989,12.690625
Finland,FIN,1990,15.025664
Finland,FIN,1991,16.623262
Finland,FIN,1992,18.345428
Finland,FIN,1993,17.708103
Finland,FIN,1994,15.905318
Finland,FIN,1995,17.836222
Finland,FIN,1996,15.512952
Finland,FIN,1997,17.436531
